gross_return,net_return_10bps
-0.015645300972943463,-0.016645300972943464
0.0031122169967584493,0.0031122169967584493
0.008826425274656095,0.008826425274656095
0.011590032902932028,0.011590032902932028
0.0054153721384309185,0.0054153721384309185
-0.0035570275695176196,-0.0035570275695176196
-0.001223519857465113,-0.001223519857465113
-0.0019219898093935938,-0.0019219898093935938
-0.003100794287075946,-0.003100794287075946
-0.003546879649001134,-0.003546879649001134
0.004931034997492823,0.004931034997492823
0.00843168754967785,0.00843168754967785
-0.003627297793147289,-0.003627297793147289
-0.002687978564512955,-0.002687978564512955
0.002000041810943206,0.002000041810943206
-0.004777188291450603,-0.004777188291450603
-0.0194094888163368,-0.0194094888163368
0.010109867081811094,0.010109867081811094
-0.016671020564397267,-0.016671020564397267
0.01353808984568335,0.01353808984568335
0.015508799569765086,0.015508799569765086
-0.0024909704481892517,-0.003571343536032711
0.009747597040176505,0.009747597040176505
0.006347522139031957,0.006347522139031957
0.0053206540093939094,0.0053206540093939094
0.0012393563581486041,0.0012393563581486041
0.0017859305299956511,0.0017859305299956511
0.0004476516723088449,0.0004476516723088449
0.003432669155287327,0.003432669155287327
-0.005101479990934993,-0.005101479990934993
0.00045401345311006235,0.00045401345311006235
0.001569306751483189,0.001569306751483189
-0.0037920457519021564,-0.0037920457519021564
-0.005762009976016297,-0.005762009976016297
0.0006166182127742538,0.0006166182127742538
0.004333653079971149,0.004333653079971149
-0.013295452386724091,-0.013295452386724091
-0.010490329412602546,-0.010490329412602546
0.02076300554347351,0.02076300554347351
-0.00487909892966127,-0.00487909892966127
-0.008128173205939943,-0.008128173205939943
-0.017021433691276542,-0.017021433691276542
0.02281811313554721,0.021742160284188006
0.004991200180782599,0.004991200180782599
0.0027936309695566256,0.0027936309695566256
0.008610195745298567,0.008610195745298567
0.0023773260313063984,0.0023773260313063984
0.004969440440692849,0.004969440440692849
0.007217150840737783,0.007217150840737783
-0.0016481334266587855,-0.0016481334266587855
-8.242814416961395e-05,-8.242814416961395e-05
-0.00540344349244419,-0.00540344349244419
-0.0013658470009688265,-0.0013658470009688265
0.005605179934915932,0.005605179934915932
-0.005527299828685453,-0.005527299828685453
0.00013547435872722114,0.00013547435872722114
0.006965539455074233,0.006965539455074233
0.01610532849405327,0.01610532849405327
0.0016426137297440092,0.0016426137297440092
-0.0063870253505175795,-0.0063870253505175795
-0.001841266731222897,-0.001841266731222897
0.00729937661132631,0.00729937661132631
0.010431133447156208,0.010431133447156208
6.272725012955929e-05,-0.0009320796183196558
-0.001957689177426148,-0.001957689177426148
0.002911529408523511,0.002911529408523511
0.004979726871911259,0.004979726871911259
0.0029485780089888204,0.0029485780089888204
0.0007750889484742301,0.0007750889484742301
-0.0008850150449585937,-0.0008850150449585937
0.01050711247359592,0.01050711247359592
0.0045877827567944235,0.0045877827567944235
-0.0034619377796724945,-0.0034619377796724945
-0.0023302683807858524,-0.0023302683807858524
0.008031122912944165,0.008031122912944165
-0.005472460027188227,-0.005472460027188227
0.006951515425742925,0.006951515425742925
-0.00013581933849600726,-0.00013581933849600726
-0.00017496752812614765,-0.00017496752812614765
-0.0005528934130381933,-0.0005528934130381933
0.007736275429815768,0.007736275429815768
-0.00630713500582215,-0.00630713500582215
0.004896459653855902,0.004896459653855902
-0.0009716401528920256,-0.0009716401528920256
-0.0016504961647782867,-0.0026802719361327322
0.005959210644223947,0.005959210644223947
0.007654064798336528,0.007654064798336528
-0.0008115527020012039,-0.0008115527020012039
-0.008931484828485275,-0.008931484828485275
-0.01843993184102808,-0.01843993184102808
0.012979078373010692,0.012979078373010692
0.011629052709482102,0.011629052709482102
-0.003557882153353928,-0.003557882153353928
-0.005929339041304925,-0.005929339041304925
-0.0019548855582692728,-0.0019548855582692728
0.010767210833508234,0.010767210833508234
0.0017703242161859532,0.0017703242161859532
0.005452709147910998,0.005452709147910998
-0.003616407112154499,-0.003616407112154499
-0.00044772610188532186,-0.00044772610188532186
0.0034809950049128854,0.0034809950049128854
0.0008814578439368862,0.0008814578439368862
-0.002916600765744467,-0.002916600765744467
0.0018049666446808422,0.0018049666446808422
-0.000181240076989196,-0.000181240076989196
0.007829843586748141,0.006718689877014432
-0.0029257641710538178,-0.0029257641710538178
-0.000254260031477581,-0.000254260031477581
0.0005436755043509945,0.0005436755043509945
0.004711350368025123,0.004711350368025123
0.0010170351297832461,0.0010170351297832461
-0.0009532831662996076,-0.0009532831662996076
-0.0013627403329704443,-0.0013627403329704443
-0.0076610055126405015,-0.0076610055126405015
-0.00422764495173337,-0.00422764495173337
-0.014453313724333483,-0.014453313724333483
0.013935626457819499,0.013935626457819499
0.002046954736949523,0.002046954736949523
-0.004181235207231395,-0.004181235207231395
0.0065047507827508564,0.0065047507827508564
0.006621034241756295,0.006621034241756295
0.0005656292527373008,0.0005656292527373008
-0.001986263796229307,-0.001986263796229307
0.0007657798894114527,0.0007657798894114527
0.005673602080456969,0.005673602080456969
