epoch,train_loss,elapsed_s
1,0.5074513141475423,3.1530849933624268
2,0.4271980459699456,6.6009440422058105
3,0.4215915198803572,9.937233924865723
4,0.41940079165222754,13.04630994796753
5,0.4194378622305331,16.149755001068115
6,0.4188975039576985,19.29127311706543
7,0.4178942720069311,22.404093980789185
8,0.4163892175514661,25.511461973190308
9,0.4165554430862372,28.65211510658264
10,0.4142964777600079,31.771684885025024
11,0.41499005868562855,34.86496710777283
12,0.4162412451589919,37.942126989364624
13,0.41487982182602606,41.072418212890625
14,0.41221179649311834,44.175010204315186
15,0.41290394797999197,47.281612157821655
16,0.41202196673885066,50.385595083236694
17,0.412145329551547,53.49777102470398
18,0.4112755761564714,56.616668939590454
19,0.41196894208798235,59.7387969493866
20,0.41044850198854327,62.853151082992554
21,0.4106649670223291,65.94751191139221
22,0.4095446963194777,69.06149101257324
23,0.41094980069011916,72.16922879219055
24,0.40919435835633605,75.28662896156311
25,0.409460631613644,78.42661690711975
26,0.4102656703578864,81.59028196334839
27,0.4095166748028775,84.79158997535706
28,0.408457734587929,88.0347969532013
29,0.4080107965316448,91.16298413276672
30,0.40671808217988586,94.40265107154846
31,0.40800199657678604,97.54475808143616
32,0.40620360141181194,100.72192001342773
33,0.40573498415541276,103.9242479801178
34,0.40460938804280694,107.37665009498596
35,0.4063367193750062,110.50009107589722
36,0.40442847916905167,113.73487401008606
37,0.4050575932829168,116.90262413024902
38,0.40780234699629986,120.48830914497375
39,0.40568567215616164,123.87664914131165
40,0.40839332451370997,127.16116690635681
41,0.4060239662362643,130.46636390686035
42,0.40594301626320284,133.7206790447235
43,0.4057213107406781,137.1338620185852
44,0.4040814184081492,140.58736896514893
45,0.40473598850335124,144.0500569343567
46,0.4046014929629121,147.4027760028839
47,0.40263549242344204,150.672767162323
48,0.4044492090637771,154.07847499847412
49,0.40300406059201477,157.23895406723022
50,0.403780634451599,160.50198698043823
51,0.4037163070749238,163.7698791027069
52,0.40364982648045605,166.9337260723114
53,0.4042849892565093,170.12005805969238
54,0.4038637580827893,173.37375402450562
55,0.4057208455669942,176.57095885276794
56,0.403962670430463,179.72148990631104
57,0.40469566358165593,182.8252592086792
58,0.4016911529043582,186.11093521118164
59,0.40206014244032157,189.28816294670105
60,0.40410532072888616,192.42608284950256
61,0.4046050906961501,195.68578386306763
62,0.40042512489394994,199.00130891799927
63,0.403660330706866,202.33098721504211
64,0.40280956732040923,205.53210997581482
65,0.40208340315294516,208.63556480407715
66,0.4044435980744387,211.72606801986694
67,0.4040828514551617,214.8614821434021
68,0.4037695939394192,218.00480484962463
69,0.4028074501462632,221.13198399543762
70,0.403292734819557,224.25280284881592
71,0.401951260630685,227.38085889816284
72,0.4008486864415451,230.51420712471008
73,0.40183859037635217,233.59654211997986
74,0.40192142862299973,236.71885704994202
75,0.40093340416541273,239.81814098358154
76,0.4020905927681798,242.96429300308228
77,0.40069229093365644,246.07910418510437
78,0.401661108418597,249.19033312797546
79,0.40088431790705126,252.29665207862854
80,0.40166544910344776,255.40142011642456
81,0.39963739322430175,258.5116879940033
82,0.40225925632016196,261.63127398490906
83,0.4013707281641311,264.75765109062195
84,0.4002430374241624,267.89558696746826
85,0.4012401465970184,271.002956867218
86,0.40229992069186965,274.1343340873718
87,0.4012952954045141,277.2756609916687
88,0.39999498965228414,280.41744017601013
89,0.40062513050296544,283.54022097587585
90,0.40132404013453976,286.68716502189636
91,0.4013197224255632,289.82578802108765
92,0.39982095232028614,292.9466440677643
93,0.39879048522074184,296.0807800292969
94,0.4032680788589398,299.1955440044403
95,0.40099080897750655,302.2935400009155
96,0.39985247631191584,305.3942401409149
97,0.4005526366268153,308.54340410232544
98,0.40040423834199057,311.6494529247284
99,0.3989774614806575,314.75505900382996
100,0.39944114341005604,317.8540461063385
101,0.40136858828716876,320.9636881351471
102,0.40026460076969955,324.09918093681335
103,0.40035478759030396,327.2199251651764
104,0.39925091304080024,330.33926796913147
105,0.3999279380936897,333.44234895706177
106,0.4001295468257984,336.5443549156189
107,0.4003568636887361,339.555419921875
108,0.3995238947852744,342.7721428871155
109,0.39896397495457014,345.8968200683594
110,0.39889851844435587,349.0244171619415
111,0.4003519047617288,352.1424012184143
112,0.3987538988521586,355.37587308883667
113,0.3995029409830483,358.56466007232666
114,0.39988526444472566,361.72173595428467
115,0.3995795319763778,364.97107911109924
116,0.4009290192061694,368.08587098121643
117,0.3989553385224018,371.20375990867615
118,0.4000169457721461,374.44573402404785
119,0.40037554908173245,377.61025500297546
120,0.3980727517558018,380.72228479385376
121,0.3994758860525036,383.93004393577576
122,0.3988544673351717,387.3143970966339
123,0.3987275598404919,390.705050945282
124,0.39896126317728253,393.9889500141144
125,0.3988542664815618,397.0755920410156
126,0.3981816885671066,400.1781368255615
127,0.3977627849391618,403.29375290870667
128,0.39914497600488014,406.3958990573883
129,0.39890733482169854,409.54915595054626
130,0.3995012371405881,412.6863160133362
131,0.39908613424494627,415.81502389907837
132,0.3988005948784464,419.36295890808105
133,0.39764498232702933,422.54508090019226
134,0.40002844888346356,426.0215289592743
135,0.4011265576197839,429.28488206863403
136,0.3999187251192113,432.4666540622711
137,0.4006727122121456,435.8424861431122
138,0.4017742174380113,439.0565299987793
139,0.39954294541275315,442.19079780578613
140,0.39914784650684026,445.3233292102814
141,0.3986700869589576,448.4441270828247
142,0.39775908320986164,451.97737407684326
143,0.3970708892880622,455.1632809638977
144,0.39752144569345793,458.28626012802124
145,0.40007705229739243,461.3821499347687
146,0.3978636320972942,464.475702047348
147,0.3980386576649406,467.63023805618286
148,0.39756979114566177,470.7607262134552
149,0.3992528064244705,473.8917980194092
150,0.39755369395173656,477.12085008621216
151,0.39872476322020534,480.6428151130676
152,0.3973739147576362,483.8955669403076
153,0.39792779325970806,487.05327010154724
154,0.39856350378996414,490.18944001197815
155,0.39848316690996677,493.3149788379669
156,0.3980497905097083,496.5035469532013
157,0.39900025487414204,499.6141080856323
158,0.39881167506204224,502.76749181747437
159,0.39734122196105137,505.9276850223541
160,0.39787016130242675,509.0591959953308
161,0.3967209058906395,512.2136569023132
162,0.3971257046723241,515.2345309257507
163,0.3971317004782991,518.362958908081
164,0.39695241477789056,521.5178430080414
165,0.3972650316607266,524.6487498283386
166,0.3992644746968259,527.739244222641
167,0.3971412569986588,530.8250918388367
168,0.3996758681005208,533.9675989151001
169,0.3962189228278804,537.0809280872345
170,0.3964534367956416,540.1753690242767
171,0.399025394966465,543.2976951599121
172,0.3957661565061639,546.4369728565216
173,0.39732370872772177,549.5250079631805
174,0.39708261028010183,552.5661578178406
175,0.3971629110384362,555.5816950798035
176,0.3961686372210842,558.69979596138
177,0.3979173752025784,561.8564109802246
178,0.3967145852237472,564.9879050254822
179,0.3985404313702858,568.2811291217804
180,0.39605252889438447,571.4225811958313
181,0.3962338277338687,574.8253829479218
182,0.3978167474269867,578.1269359588623
183,0.3967106210857786,581.3268151283264
184,0.3996769457041281,584.5291359424591
185,0.39674702688505514,587.6949510574341
186,0.39674519618768345,590.8409371376038
187,0.3951756147111898,593.9702019691467
188,0.39535599272132543,597.090029001236
189,0.3981978504367524,600.2096390724182
190,0.39813999461097865,603.3495860099792
191,0.397034430418027,606.4717600345612
192,0.3970992374404563,609.6050450801849
193,0.3953325287755871,612.7220041751862
194,0.3993851500343902,615.8506498336792
195,0.3966895080517724,618.9631221294403
196,0.3974573164788216,622.1053929328918
197,0.3979903089360417,625.2642199993134
198,0.39809698681712774,628.410257101059
199,0.3980976647809538,631.5191979408264
200,0.39666135449216006,634.6538090705872
